RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit,OrderYearMonth
1026,ORD-0481,2022-11-03,2022-11-10,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Oswego,Illinois,60543,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,304.99,5,0.8,-533.7325,2022-11
1027,ORD-0481,2022-11-03,2022-11-10,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Oswego,Illinois,60543,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,13.16,5,0.2,4.1125,2022-11
1028,ORD-0251,2022-11-03,2022-11-08,Second Class,LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,California,95051,West,OFF-PA-10000174,Office Supplies,Paper,Message Book Wirebound Four 5 1/2 inch X 4 inch Forms/Pg. 200 Dupl. Sets/Book,20.56,2,0.0,9.6632,2022-11
1029,ORD-0555,2022-11-03,2022-11-08,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,12.96,2,0.0,6.2208,2022-11
1030,ORD-0429,2022-11-03,2022-11-09,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10002344,Office Supplies,Storage,Carina 42 inchHx23 3/4 inchW Media Storage Unit,64.784,1,0.2,-14.5764,2022-11
1031,ORD-0371,2022-11-03,2022-11-09,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,19.86,2,0.0,5.7594,2022-11
1032,ORD-0251,2022-11-03,2022-11-08,Second Class,LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,California,95051,West,OFF-SU-10004290,Office Supplies,Supplies,Acme Design Line 8 inch Stainless Steel Bent Scissors w/Champagne Handles 3-1/8 inch Cut,27.36,4,0.0,7.3872,2022-11
1033,ORD-0186,2022-11-03,2022-11-06,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.688,4,0.2,-2.918,2022-11
1034,ORD-0429,2022-11-03,2022-11-09,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,0.7,-559.356,2022-11
1035,ORD-0555,2022-11-03,2022-11-08,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0.0,28.3095,2022-11
1036,ORD-0186,2022-11-03,2022-11-06,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,0.2,14.7582,2022-11
1037,ORD-0103,2022-11-03,2022-11-09,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,3,0.0,109.6113,2022-11
1038,ORD-0429,2022-11-03,2022-11-09,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,3,0.4,4.3176,2022-11
1039,ORD-0225,2022-11-04,2022-11-10,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs Rounded Back,975.92,5,0.2,121.99,2022-11
1040,ORD-0677,2022-11-04,2022-11-08,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858,2022-11
1041,ORD-0756,2022-11-04,2022-11-11,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,966.7,5,0.3,-13.81,2022-11
1042,ORD-0764,2022-11-04,2022-11-09,Standard Class,PP-18955,Paul Prost,Home Office,United States,New York City,New York,10009,East,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,172.764,2,0.1,13.4372,2022-11
1043,ORD-0433,2022-11-04,2022-11-08,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Long Beach,New York,11561,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,16.78,2,0.0,4.195,2022-11
1044,ORD-0677,2022-11-04,2022-11-08,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849,2022-11
1045,ORD-1054,2022-11-04,2022-11-10,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110,West,OFF-AP-10004785,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner Medium Room,56.65,5,0.0,24.3595,2022-11
1046,ORD-0225,2022-11-04,2022-11-10,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10000380,Office Supplies,Art,Hunt PowerHouse Electric Pencil Sharpener Blue,303.84,8,0.0,91.152,2022-11
1047,ORD-0677,2022-11-04,2022-11-08,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,6,0.2,6.8136,2022-11
1048,ORD-0225,2022-11-04,2022-11-10,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,5.88,2,0.0,2.646,2022-11
1049,ORD-0764,2022-11-04,2022-11-09,Standard Class,PP-18955,Paul Prost,Home Office,United States,New York City,New York,10009,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,3.52,2,0.0,1.6896,2022-11
1050,ORD-0677,2022-11-04,2022-11-08,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,3,0.2,2.7324,2022-11
1051,ORD-0679,2022-11-04,2022-11-09,Standard Class,TS-21340,Toby Swindell,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10000822,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks Light Blue 9 1/2 inch X 11 inch,8.608,2,0.2,3.0128,2022-11
1052,ORD-0344,2022-11-04,2022-11-09,Second Class,LH-17020,Lisa Hazard,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,51.184,4,0.8,-79.3352,2022-11
1053,ORD-0525,2022-11-04,2022-11-09,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chesapeake,Virginia,23320,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45.0,9,0.0,21.6,2022-11
1054,ORD-1054,2022-11-04,2022-11-10,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0.0,1.9698,2022-11
1055,ORD-0756,2022-11-04,2022-11-11,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10000482,Office Supplies,Paper,Snap-A-Way Black Print Carbonless Ruled Speed Letter Triplicate,182.112,6,0.2,61.4628,2022-11
1056,ORD-0756,2022-11-04,2022-11-11,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10002259,Office Supplies,Paper,Geographics Note Cards Blank White 8 1/2 inch x 11 inch,17.904,2,0.2,6.2664,2022-11
1057,ORD-0225,2022-11-04,2022-11-10,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88,6,0.0,19.4352,2022-11
1058,ORD-0677,2022-11-04,2022-11-08,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,3,0.2,-58.6347,2022-11
1059,ORD-1054,2022-11-04,2022-11-10,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110,West,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,0.0,4.1916,2022-11
1060,ORD-0975,2022-11-04,2022-11-07,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,TEC-AC-10000023,Technology,Accessories,Maxell 74 Minute CD-R Spindle 50/Pack,83.88,4,0.0,30.1968,2022-11
1061,ORD-0574,2022-11-04,2022-11-08,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98,2,0.0,8.4966,2022-11
1062,ORD-0975,2022-11-04,2022-11-07,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,0.0,12.8583,2022-11
1063,ORD-0525,2022-11-04,2022-11-09,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chesapeake,Virginia,23320,South,TEC-MA-10000029,Technology,Machines,Epson WorkForce WF-2530 All-in-One Printer Copier Scanner,209.97,3,0.0,90.2871,2022-11
1064,ORD-0677,2022-11-04,2022-11-08,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,0.4,-1359.992,2022-11
1065,ORD-0677,2022-11-04,2022-11-08,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985,2022-11
1066,ORD-0487,2022-11-05,2022-11-08,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,01852,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6,0.0,212.1876,2022-11
1067,ORD-0144,2022-11-05,2022-11-10,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002456,Furniture,Furnishings,Master Caster Door Stop Large Neon Orange,17.472,3,0.2,5.0232,2022-11
1068,ORD-0566,2022-11-05,2022-11-07,First Class,NF-18595,Nicole Fjeld,Home Office,United States,Lancaster,Ohio,43130,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,60.672,6,0.2,12.8928,2022-11
1069,ORD-0566,2022-11-05,2022-11-07,First Class,NF-18595,Nicole Fjeld,Home Office,United States,Lancaster,Ohio,43130,East,OFF-AR-10000634,Office Supplies,Art,Newell 320,30.816,9,0.2,2.6964,2022-11
1070,ORD-0743,2022-11-05,2022-11-11,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,48227,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,7,0.0,51.8,2022-11
1071,ORD-0144,2022-11-05,2022-11-10,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,15.552,3,0.2,5.4432,2022-11
1072,ORD-0487,2022-11-05,2022-11-08,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,01852,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0.0,79.8912,2022-11
1073,ORD-0160,2022-11-05,2022-11-10,Second Class,CC-12220,Chris Cortes,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10001622,Office Supplies,Paper,Ampad Poly Cover Wirebound Steno Book 6 inch x 9 inch Assorted Colors Gregg Ruled,10.896,3,0.2,3.405,2022-11
1074,ORD-0487,2022-11-05,2022-11-08,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,01852,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2,0.0,12.838,2022-11
1075,ORD-0487,2022-11-05,2022-11-08,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,01852,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,238.653,2022-11
1076,ORD-0144,2022-11-05,2022-11-10,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,64.704,6,0.2,-4.8528,2022-11
1077,ORD-0334,2022-11-05,2022-11-09,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Greenville,North Carolina,27834,South,TEC-MA-10002073,Technology,Machines,3D Systems Cube Printer 2nd Generation White,1299.99,2,0.5,-571.9956,2022-11
1078,ORD-0144,2022-11-05,2022-11-10,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,135.516,1,0.4,-31.6204,2022-11
1079,ORD-0476,2022-11-06,2022-11-12,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Gresham,Oregon,97030,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.04,5,0.2,148.704,2022-11
1080,ORD-0306,2022-11-06,2022-11-09,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Clifton,New Jersey,07011,East,FUR-FU-10001986,Furniture,Furnishings,Dana Fluorescent Magnifying Lamp White 36 inch,254.9,5,0.0,76.47,2022-11
1081,ORD-0306,2022-11-06,2022-11-09,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Clifton,New Jersey,07011,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0.0,22.1184,2022-11
1082,ORD-0664,2022-11-06,2022-11-10,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Virginia Beach,Virginia,23464,South,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,9.64,2,0.0,4.7236,2022-11
1083,ORD-0476,2022-11-06,2022-11-12,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Gresham,Oregon,97030,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,21.728,7,0.2,7.6048,2022-11
1084,ORD-0010,2022-11-06,2022-11-09,First Class,AR-10345,Alex Russell,Corporate,Canada,Montreal,Quebec,H1C,East,OFF-AR-10003338,Office Supplies,Art,Eberhard Faber 3 1/2 inch Golf Pencils,14.88,2,0.0,3.72,2022-11
1085,ORD-0293,2022-11-07,2022-11-12,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Oxnard,California,93030,West,FUR-FU-10004006,Furniture,Furnishings,Deflect-o DuraMat Lighweight Studded Beveled Mat for Low Pile Carpeting,127.95,3,0.0,21.7515,2022-11
1086,ORD-0347,2022-11-08,2022-11-13,Second Class,LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035,East,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3785.292,6,0.1,420.588,2022-11
1087,ORD-0382,2022-11-08,2022-11-15,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,FUR-FU-10003464,Furniture,Furnishings,Seth Thomas 8 1/2 inch Cubicle Clock,40.56,2,0.0,12.9792,2022-11
1088,ORD-0658,2022-11-08,2022-11-13,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,0.2,18.7695,2022-11
1089,ORD-0163,2022-11-08,2022-11-13,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Office Supplies,Binders,Premier Elliptical Ring Binder Black,63.924,7,0.7,-46.8776,2022-11
1090,ORD-0818,2022-11-08,2022-11-12,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,-8.029,2022-11
1091,ORD-0382,2022-11-08,2022-11-15,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,0.0,149.382,2022-11
1092,ORD-0658,2022-11-08,2022-11-13,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288,2022-11
1093,ORD-0382,2022-11-08,2022-11-15,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0.0,7.1586,2022-11
1094,ORD-0382,2022-11-08,2022-11-15,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5,0.0,10.906,2022-11
1095,ORD-0658,2022-11-08,2022-11-13,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.216,1,0.2,2.2824,2022-11
1096,ORD-0127,2022-11-08,2022-11-09,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,TEC-MA-10000029,Technology,Machines,Epson WorkForce WF-2530 All-in-One Printer Copier Scanner,69.99,1,0.0,30.0957,2022-11
1097,ORD-0309,2022-11-09,2022-11-13,Standard Class,BC-11125,Becky Castell,Home Office,United States,Odessa,Texas,79762,Central,FUR-CH-10004698,Furniture,Chairs,Padded Folding Chairs Black 4/Carton,340.116,6,0.3,-9.7176,2022-11
1098,ORD-0718,2022-11-09,2022-11-09,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,14.19,3,0.0,5.5341,2022-11
1099,ORD-0718,2022-11-09,2022-11-09,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,OFF-AP-10004785,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner Medium Room,22.66,2,0.0,9.7438,2022-11
1100,ORD-0748,2022-11-09,2022-11-15,Standard Class,DC-12850,Dan Campbell,Consumer,United States,New York City,New York,10011,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,3,0.0,1.4742,2022-11
1101,ORD-0889,2022-11-09,2022-11-13,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.648,7,0.7,-12.432,2022-11
1102,ORD-0483,2022-11-09,2022-11-14,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,3,0.7,-2.0016,2022-11
1103,ORD-0718,2022-11-09,2022-11-09,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,5.7,5,0.0,2.679,2022-11
1104,ORD-0718,2022-11-09,2022-11-09,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,48.94,1,0.0,24.47,2022-11
1105,ORD-0582,2022-11-09,2022-11-12,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,15.552,3,0.2,5.4432,2022-11
1106,ORD-0680,2022-11-09,2022-11-13,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Tempe,Arizona,85281,West,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,79.4,5,0.2,5.955,2022-11
1107,ORD-0718,2022-11-09,2022-11-09,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0.0,2.19,2022-11
1108,ORD-0718,2022-11-09,2022-11-09,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,118.0,2,0.0,20.06,2022-11
1109,ORD-0718,2022-11-09,2022-11-09,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,199.98,2,0.0,75.9924,2022-11
1110,ORD-0718,2022-11-09,2022-11-09,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,0.0,60.8832,2022-11
1111,ORD-0582,2022-11-09,2022-11-12,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,5,0.2,53.55,2022-11
1112,ORD-0509,2022-11-10,2022-11-14,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,5,0.6,-6.723,2022-11
1113,ORD-0933,2022-11-10,2022-11-15,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,FUR-FU-10002878,Furniture,Furnishings,Seth Thomas 14 inch Day/Date Wall Clock,142.4,5,0.0,52.688,2022-11
1114,ORD-0753,2022-11-10,2022-11-14,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,3,0.2,3.7743,2022-11
1115,ORD-0955,2022-11-10,2022-11-10,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464.292,9,0.4,-108.3348,2022-11
1116,ORD-0113,2022-11-10,2022-11-15,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12,2022-11
1117,ORD-0955,2022-11-10,2022-11-10,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,2,0.0,198.429,2022-11
1118,ORD-0753,2022-11-10,2022-11-14,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,OFF-AP-10003914,Office Supplies,Appliances,Sanitaire Vibra Groomer IR Commercial Upright Vacuum Replacement Belts,13.0,5,0.2,1.3,2022-11
1119,ORD-0509,2022-11-10,2022-11-14,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,8.552,2,0.8,-13.6832,2022-11
1120,ORD-0933,2022-11-10,2022-11-15,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0.0,3.4368,2022-11
1121,ORD-0955,2022-11-10,2022-11-10,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68.46,7,0.0,31.4916,2022-11
1122,ORD-0305,2022-11-10,2022-11-15,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,11.07,3,0.0,5.0922,2022-11
1123,ORD-0509,2022-11-10,2022-11-14,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,6.048,4,0.2,-1.3608,2022-11
1124,ORD-0113,2022-11-10,2022-11-15,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,20.16,4,0.2,6.552,2022-11
1125,ORD-0955,2022-11-10,2022-11-10,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,44.82,9,0.0,21.0654,2022-11
1126,ORD-0509,2022-11-10,2022-11-14,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.848,2,0.2,2.14,2022-11
1127,ORD-0305,2022-11-10,2022-11-15,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0.0,8.983,2022-11
1128,ORD-0955,2022-11-10,2022-11-10,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,4,0.0,1371.9804,2022-11
1129,ORD-0955,2022-11-10,2022-11-10,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,287.97,3,0.0,80.6316,2022-11
1130,ORD-0955,2022-11-10,2022-11-10,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,1,0.0,4.4174,2022-11
1131,ORD-0802,2022-11-11,2022-11-15,Standard Class,MF-18250,Monica Federle,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000222,Furniture,Furnishings,Seth Thomas 16 inch Steel Case Clock,103.936,4,0.2,16.8896,2022-11
1132,ORD-0646,2022-11-11,2022-11-16,Standard Class,AA-10315,Alex Avila,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002456,Furniture,Furnishings,Master Caster Door Stop Large Neon Orange,14.56,2,0.0,6.2608,2022-11
