RowID,OrderYearMonth,OrderDate,CustomerName,Segment,Region,Category,Sales
1983,202301,2023-01-13,Cynthia Delaney,Home Office,West,Office Supplies,10.98
1984,202301,2023-01-13,Nathan Cano,Consumer,Central,Office Supplies,4.984
1985,202301,2023-01-13,Cynthia Delaney,Home Office,West,Office Supplies,37.056
1986,202301,2023-01-13,Resi Pölking,Consumer,West,Office Supplies,946.764
1987,202301,2023-01-13,Cynthia Delaney,Home Office,West,Office Supplies,7.86
1988,202301,2023-01-13,Alyssa Tate,Home Office,West,Office Supplies,11.56
1989,202301,2023-01-13,Tamara Chand,Corporate,South,Office Supplies,23.92
1990,202301,2023-01-13,Jeremy Farry,Consumer,West,Office Supplies,12.84
1991,202301,2023-01-13,Corey-Lock,Consumer,Central,Office Supplies,30.016
1992,202301,2023-01-13,Karl Braun,Consumer,East,Office Supplies,118.16
1993,202301,2023-01-13,Cynthia Delaney,Home Office,West,Office Supplies,51.45
1994,202301,2023-01-13,Tamara Chand,Corporate,South,Technology,498.0
1995,202301,2023-01-14,Anthony Jacobs,Corporate,East,Office Supplies,1737.18
1996,202301,2023-01-14,Sung Pak,Corporate,East,Office Supplies,99.136
1997,202301,2023-01-14,Anthony Jacobs,Corporate,East,Office Supplies,141.76
1998,202301,2023-01-14,Anthony Jacobs,Corporate,East,Office Supplies,704.25
1999,202301,2023-01-14,Maribeth Dona,Consumer,West,Office Supplies,998.82
2000,202301,2023-01-14,Maribeth Dona,Consumer,West,Office Supplies,51.15
2001,202301,2023-01-15,Zuschuss Carroll,Consumer,Central,Furniture,38.976
2002,202301,2023-01-15,Anthony Johnson,Corporate,West,Furniture,24.9
2003,202301,2023-01-15,Anthony Johnson,Corporate,West,Furniture,70.56
2004,202301,2023-01-15,Michael Granlund,Home Office,Central,Furniture,8.736
2005,202301,2023-01-15,Ricardo Emerson,Consumer,East,Office Supplies,48.36
2006,202301,2023-01-15,Anthony Johnson,Corporate,West,Office Supplies,14.352
2007,202301,2023-01-15,Anthony Johnson,Corporate,West,Office Supplies,274.77
2008,202301,2023-01-15,Arianne Irving,Consumer,West,Office Supplies,88.8
2009,202301,2023-01-15,Anthony Johnson,Corporate,West,Office Supplies,21.12
2010,202301,2023-01-15,Debra Catini,Consumer,Central,Office Supplies,24.56
2011,202301,2023-01-15,Shui Tom,Consumer,West,Office Supplies,33.29
2012,202301,2023-01-15,Debra Catini,Consumer,Central,Technology,119.8
2013,202301,2023-01-15,Anthony Johnson,Corporate,West,Technology,767.952
2014,202301,2023-01-15,Arianne Irving,Consumer,West,Technology,319.968
2015,202301,2023-01-15,Anthony Johnson,Corporate,West,Technology,191.976
2016,202301,2023-01-15,Shui Tom,Consumer,West,Technology,23.976
2017,202301,2023-01-15,James Peterman,Corporate,East,Furniture,19.6
2018,202301,2023-01-15,Bruce Galang,Consumer,East,Furniture,101.12
2019,202301,2023-01-15,Bruce Galang,Consumer,East,Furniture,68.46
2020,202301,2023-01-15,Bruce Galang,Consumer,East,Furniture,68.46
2021,202301,2023-01-15,Bruce Galang,Consumer,East,Office Supplies,68.46
2022,202301,2023-01-15,Bruce Galang,Consumer,East,Office Supplies,19.6
2023,202301,2023-01-15,Bruce Galang,Consumer,East,Office Supplies,19.6
2024,202301,2023-01-16,Alex Russell,Corporate,East,Furniture,523.764
2025,202301,2023-01-16,Astrea Jones,Consumer,East,Office Supplies,122.94
2026,202301,2023-01-16,Ken Brennan,Corporate,Central,Office Supplies,9.84
2027,202301,2023-01-16,Stefania Perrino,Corporate,Central,Office Supplies,2.286
2028,202301,2023-01-16,Astrea Jones,Consumer,East,Office Supplies,35.448
2029,202301,2023-01-16,Maureen Fritzler,Corporate,West,Office Supplies,551.985
2030,202301,2023-01-16,Stefania Perrino,Corporate,Central,Office Supplies,12.984
2031,202301,2023-01-16,Dorothy Dickinson,Consumer,South,Office Supplies,39.128
2032,202301,2023-01-16,Stefania Perrino,Corporate,Central,Technology,47.984
2033,202301,2023-01-16,Guy Armstrong,Consumer,East,Technology,27.968
2034,202301,2023-01-16,Stefania Perrino,Corporate,Central,Technology,328.776
2035,202301,2023-01-16,Alex Russell,Corporate,East,Technology,251.964
2036,202301,2023-01-16,Stefania Perrino,Corporate,Central,Technology,217.584
2037,202301,2023-01-16,Harry Olson,Consumer,East,Office Supplies,3.024
2038,202301,2023-01-17,Katherine Murray,Home Office,East,Furniture,341.96
2039,202301,2023-01-17,Pamela Coakley,Corporate,East,Furniture,1573.488
2040,202301,2023-01-17,Katherine Murray,Home Office,East,Furniture,605.88
2041,202301,2023-01-17,Gary Mitchum,Home Office,East,Furniture,63.2
2042,202301,2023-01-17,Rob Williams,Corporate,Central,Office Supplies,29.68
2043,202301,2023-01-17,Candace McMahon,Corporate,Central,Office Supplies,49.568
2044,202301,2023-01-17,Aaron Hawkins,Corporate,East,Office Supplies,18.9
2045,202301,2023-01-17,Katherine Murray,Home Office,East,Office Supplies,14.94
2046,202301,2023-01-17,Katherine Murray,Home Office,East,Office Supplies,195.64
2047,202301,2023-01-17,Rob Williams,Corporate,Central,Technology,47.53
2048,202301,2023-01-17,Gary Mitchum,Home Office,East,Technology,113.97
2049,202301,2023-01-17,Katherine Murray,Home Office,East,Technology,1687.8
2050,202301,2023-01-17,Aaron Hawkins,Corporate,East,Technology,34.77
2051,202301,2023-01-17,James Lanier,Home Office,West,Technology,475.944
2052,202301,2023-01-19,Victoria Wilson,Corporate,East,Furniture,452.45
2053,202301,2023-01-19,Claudia Bergmann,Corporate,East,Office Supplies,9.84
2054,202301,2023-01-19,Victoria Wilson,Corporate,East,Office Supplies,23.68
2055,202301,2023-01-19,Claudia Bergmann,Corporate,East,Office Supplies,20.04
2056,202301,2023-01-19,Claudia Bergmann,Corporate,East,Office Supplies,85.52
2057,202301,2023-01-19,Victoria Wilson,Corporate,East,Technology,89.584
2058,202301,2023-01-19,Victoria Wilson,Corporate,East,Technology,1188.0
2059,202301,2023-01-19,Victoria Wilson,Corporate,East,Technology,62.982
2060,202301,2023-01-20,Amy Hunt,Consumer,Central,Furniture,1352.3976
2061,202301,2023-01-20,Amy Hunt,Consumer,Central,Office Supplies,7.056
2062,202301,2023-01-20,Sylvia Foulston,Corporate,Central,Office Supplies,10.368
2063,202301,2023-01-20,Amy Hunt,Consumer,Central,Technology,398.4
2064,202301,2023-01-21,Andrew Gjertsen,Corporate,South,Furniture,192.22
2065,202301,2023-01-21,Chris Selesnick,Corporate,Central,Office Supplies,32.34
2066,202301,2023-01-21,Chris Selesnick,Corporate,Central,Office Supplies,39.9
2067,202301,2023-01-22,Steven Roelle,Home Office,West,Furniture,61.584
2068,202301,2023-01-22,James Lanier,Home Office,West,Office Supplies,87.36
2069,202301,2023-01-22,Brooke Gillingham,Corporate,East,Office Supplies,59.52
2070,202301,2023-01-22,James Lanier,Home Office,West,Office Supplies,56.16
2071,202301,2023-01-22,Brooke Gillingham,Corporate,East,Office Supplies,13.168
2072,202301,2023-01-22,Brooke Gillingham,Corporate,East,Office Supplies,17.48
2073,202301,2023-01-23,Stefania Perrino,Corporate,West,Office Supplies,1.938
2074,202301,2023-01-23,Stefania Perrino,Corporate,West,Office Supplies,29.6
2075,202301,2023-01-26,Craig Carroll,Consumer,South,Office Supplies,163.44
2076,202301,2023-01-26,Craig Carroll,Consumer,South,Office Supplies,42.76
2077,202301,2023-01-26,Craig Carroll,Consumer,South,Office Supplies,106.32
2078,202301,2023-01-26,Craig Carroll,Consumer,South,Office Supplies,51.55
2079,202301,2023-01-27,Michael Moore,Consumer,East,Furniture,1018.104
2080,202301,2023-01-29,Cindy Schnelling,Corporate,East,Office Supplies,10.368
2081,202301,2023-01-29,Yana Sorensen,Corporate,East,Office Supplies,465.18
2082,202301,2023-01-29,Cindy Schnelling,Corporate,East,Technology,10.384
2083,202301,2023-01-29,Cindy Schnelling,Corporate,East,Technology,26.376
2084,202301,2023-01-29,Cindy Schnelling,Corporate,East,Technology,107.118
2085,202301,2023-01-29,Cindy Schnelling,Corporate,East,Technology,235.188
2086,202301,2023-01-30,Philip Brown,Consumer,West,Furniture,77.6
2087,202301,2023-01-30,Philip Brown,Consumer,West,Furniture,464.85
2088,202301,2023-01-30,Philip Brown,Consumer,West,Office Supplies,70.008
2089,202301,2023-01-30,Karen Seio,Corporate,South,Office Supplies,9.82
2090,202302,2023-02-03,Joni Sundaresam,Home Office,Central,Furniture,254.744
2091,202302,2023-02-03,Scott Cohen,Corporate,East,Office Supplies,6.68
2092,202302,2023-02-03,Amy Hunt,Consumer,South,Office Supplies,88.96
2093,202302,2023-02-03,Scott Cohen,Corporate,East,Office Supplies,6.68
2094,202302,2023-02-05,Paul MacIntyre,Consumer,Central,Furniture,199.304
2095,202302,2023-02-05,Paul MacIntyre,Consumer,Central,Furniture,102.438
2096,202302,2023-02-07,Jane Waco,Corporate,East,Furniture,24.3
2097,202302,2023-02-07,Jane Waco,Corporate,East,Furniture,9.48
2098,202302,2023-02-07,Jane Waco,Corporate,East,Furniture,31.4
2099,202302,2023-02-07,Jane Waco,Corporate,East,Office Supplies,6.48
2100,202302,2023-02-07,Jane Waco,Corporate,East,Technology,209.5
2101,202302,2023-02-09,Carl Weiss,Home Office,West,Office Supplies,14.62
2102,202302,2023-02-09,Carl Weiss,Home Office,West,Office Supplies,29.04
2103,202302,2023-02-10,Cyra Reiten,Home Office,South,Office Supplies,13.12
2104,202302,2023-02-12,Elizabeth Moffitt,Corporate,West,Office Supplies,182.72
2105,202302,2023-02-13,Seth Vernon,Consumer,East,Furniture,181.986
2106,202302,2023-02-13,Sean Christensen,Consumer,West,Furniture,2803.92
2107,202302,2023-02-13,Seth Vernon,Consumer,East,Technology,431.976
2108,202302,2023-02-13,Seth Vernon,Consumer,East,Technology,155.37
2109,202302,2023-02-14,Joseph Holt,Consumer,South,Furniture,4297.644
2110,202302,2023-02-16,Charles Crestani,Consumer,West,Furniture,227.36
2111,202302,2023-02-16,Jeremy Pistek,Consumer,Central,Office Supplies,14.304
2112,202302,2023-02-16,Charles Crestani,Consumer,West,Technology,1919.976
2113,202302,2023-02-17,Karl Braun,Consumer,Central,Furniture,53.34
2114,202302,2023-02-17,Karl Braun,Consumer,Central,Office Supplies,32.96
2115,202302,2023-02-17,Karl Braun,Consumer,Central,Office Supplies,12.96
2116,202302,2023-02-20,Pauline Webber,Corporate,East,Furniture,90.882
2117,202302,2023-02-20,Allen Armold,Consumer,Central,Furniture,28.4
2118,202302,2023-02-20,Rick Wilson,Corporate,West,Furniture,136.92
2119,202302,2023-02-20,Ken Heidel,Corporate,West,Office Supplies,12.144
2120,202302,2023-02-20,Frank Olsen,Consumer,South,Office Supplies,74.52
2121,202302,2023-02-20,Allen Armold,Consumer,Central,Technology,149.97
2122,202302,2023-02-23,Ivan Liston,Consumer,East,Furniture,283.92
2123,202302,2023-02-23,Ivan Liston,Consumer,East,Furniture,1268.82
2124,202302,2023-02-23,Ivan Liston,Consumer,East,Office Supplies,5.68
2125,202302,2023-02-23,Victoria Wilson,Corporate,West,Office Supplies,5.28
2126,202302,2023-02-23,Trudy Schmidt,Consumer,Central,Office Supplies,2.934
2127,202302,2023-02-23,Lori Olson,Corporate,South,Office Supplies,29.9
2128,202302,2023-02-23,Lori Olson,Corporate,South,Office Supplies,146.73
2129,202302,2023-02-23,Trudy Schmidt,Consumer,Central,Office Supplies,670.752
2130,202302,2023-02-23,Trudy Schmidt,Consumer,Central,Technology,18.528
2131,202302,2023-02-24,Damala Kotsonis,Corporate,South,Office Supplies,311.15
2132,202302,2023-02-24,Damala Kotsonis,Corporate,South,Office Supplies,12.96
2133,202302,2023-02-25,Brosina Hoffman,Consumer,Central,Office Supplies,5.76
2134,202302,2023-02-25,Brosina Hoffman,Consumer,Central,Office Supplies,5.81
2135,202302,2023-02-25,Brosina Hoffman,Consumer,Central,Office Supplies,9.54
2136,202302,2023-02-25,Lisa Hazard,Consumer,East,Technology,107.982
2137,202302,2023-02-26,Sarah Jordon,Consumer,West,Furniture,203.92
2138,202302,2023-02-26,Frank Atkinson,Corporate,Central,Furniture,40.784
2139,202302,2023-02-26,Frank Atkinson,Corporate,Central,Office Supplies,40.096
2140,202302,2023-02-26,Michael Stewart,Corporate,Central,Technology,20.8
2141,202302,2023-02-26,Jill Fjeld,Consumer,Central,Technology,479.952
2142,202302,2023-02-27,Nona Balk,Corporate,East,Office Supplies,77.24
2143,202303,2023-03-03,Karl Braun,Consumer,East,Office Supplies,14.352
2144,202303,2023-03-03,Karl Braun,Consumer,East,Office Supplies,14.952
2145,202303,2023-03-03,Karl Braun,Consumer,East,Office Supplies,2.286
2146,202303,2023-03-03,Ted Trevino,Consumer,East,Office Supplies,26.424
2147,202303,2023-03-03,Karl Braun,Consumer,East,Technology,71.976
2148,202303,2023-03-03,Ted Trevino,Consumer,East,Technology,625.99
2149,202303,2023-03-03,Karl Braun,Consumer,East,Technology,323.982
2150,202303,2023-03-04,Justin MacKendrick,Consumer,West,Office Supplies,541.44
2151,202303,2023-03-04,Justin MacKendrick,Consumer,West,Office Supplies,11.52
2152,202303,2023-03-04,Justin MacKendrick,Consumer,West,Office Supplies,41.72
2153,202303,2023-03-04,Justin MacKendrick,Consumer,West,Office Supplies,19.44
2154,202303,2023-03-04,Justin MacKendrick,Consumer,West,Office Supplies,13.36
2155,202303,2023-03-04,Roy Phan,Corporate,Central,Technology,139.95
2156,202303,2023-03-04,Roy Phan,Corporate,Central,Technology,699.98
2157,202303,2023-03-04,Roy Phan,Corporate,Central,Technology,134.97
2158,202303,2023-03-05,Rob Dowd,Consumer,West,Office Supplies,87.71
2159,202303,2023-03-05,Rob Dowd,Consumer,West,Office Supplies,36.84
2160,202303,2023-03-05,Sung Pak,Corporate,East,Office Supplies,35.88
2161,202303,2023-03-07,Guy Thornton,Consumer,West,Furniture,35.544
2162,202303,2023-03-07,Ann Blume,Corporate,West,Office Supplies,9.24
2163,202303,2023-03-07,Guy Thornton,Consumer,West,Office Supplies,61.06
2164,202303,2023-03-09,Kelly Andreada,Consumer,East,Office Supplies,286.79
2165,202303,2023-03-09,Liz MacKendrick,Consumer,South,Technology,29.99
2166,202303,2023-03-10,Pierre Wener,Consumer,East,Office Supplies,2541.98
2167,202303,2023-03-10,Joe Elijah,Consumer,West,Office Supplies,49.12
2168,202303,2023-03-11,Penelope Sewall,Home Office,Central,Office Supplies,79.36
2169,202303,2023-03-12,Lindsay Castell,Home Office,East,Office Supplies,26.88
2170,202303,2023-03-12,Lindsay Castell,Home Office,East,Office Supplies,10.896
2171,202303,2023-03-14,Sung Shariari,Consumer,East,Office Supplies,3.15
2172,202303,2023-03-14,Sung Shariari,Consumer,East,Office Supplies,22.72
2173,202303,2023-03-16,Erin Smith,Corporate,East,Furniture,493.92
2174,202303,2023-03-16,Bill Tyler,Corporate,East,Office Supplies,16.032
2175,202303,2023-03-16,Bill Tyler,Corporate,East,Office Supplies,4.419
2176,202303,2023-03-16,Nora Paige,Consumer,West,Technology,538.92
2177,202303,2023-03-16,Erin Smith,Corporate,East,Technology,105.98
2178,202303,2023-03-17,Valerie Dominguez,Consumer,South,Furniture,389.696
2179,202303,2023-03-17,Valerie Dominguez,Consumer,South,Furniture,161.568
2180,202303,2023-03-18,Craig Molinari,Corporate,Central,Furniture,1227.9984
2181,202303,2023-03-18,Dave Hallsten,Corporate,West,Furniture,184.752
2182,202303,2023-03-18,Resi Pölking,Consumer,East,Office Supplies,3.552
2183,202303,2023-03-18,Craig Molinari,Corporate,Central,Office Supplies,55.328
2184,202303,2023-03-18,Shui Tom,Consumer,South,Office Supplies,58.72
2185,202303,2023-03-18,Dave Hallsten,Corporate,West,Technology,15.984
2186,202303,2023-03-18,Tracy Poddar,Corporate,Central,Technology,95.84
2187,202303,2023-03-19,Dave Kipp,Consumer,West,Furniture,787.53
2188,202303,2023-03-19,Pete Armstrong,Home Office,Central,Office Supplies,10.16
2189,202303,2023-03-19,Pete Armstrong,Home Office,Central,Office Supplies,101.88
2190,202303,2023-03-22,Luke Foster,Consumer,East,Furniture,383.607
2191,202303,2023-03-22,Alan Haines,Corporate,East,Furniture,99.372
2192,202303,2023-03-22,Maribeth Schnelling,Consumer,Central,Furniture,4.712
2193,202303,2023-03-22,Alan Haines,Corporate,East,Furniture,33.568
2194,202303,2023-03-22,Maribeth Schnelling,Consumer,Central,Office Supplies,180.98
2195,202303,2023-03-22,Sarah Foster,Consumer,Central,Office Supplies,60.69
2196,202303,2023-03-22,Maribeth Schnelling,Consumer,Central,Office Supplies,11.212
2197,202303,2023-03-22,Katherine Nockton,Corporate,East,Office Supplies,2.556
2198,202303,2023-03-22,Luke Foster,Consumer,East,Office Supplies,29.34
2199,202303,2023-03-22,Jennifer Jackson,Consumer,Central,Office Supplies,7.104
2200,202303,2023-03-22,Luke Foster,Consumer,East,Office Supplies,563.4
2201,202303,2023-03-22,Maribeth Schnelling,Consumer,Central,Office Supplies,60.416
2202,202303,2023-03-22,Katherine Nockton,Corporate,East,Technology,10.312
2203,202303,2023-03-22,Mike Vittorini,Consumer,Central,Technology,31.92
2204,202303,2023-03-22,Katherine Nockton,Corporate,East,Technology,466.158
2205,202303,2023-03-22,Sarah Foster,Consumer,Central,Technology,23.92
2206,202303,2023-03-23,John Lucas,Consumer,West,Furniture,435.26
2207,202303,2023-03-23,John Lucas,Consumer,West,Technology,1119.984
2208,202303,2023-03-24,Eugene Moren,Home Office,East,Office Supplies,30.44
2209,202303,2023-03-24,Eugene Moren,Home Office,East,Office Supplies,69.28
2210,202303,2023-03-24,Eugene Moren,Home Office,East,Technology,119.85
2211,202303,2023-03-24,Eugene Moren,Home Office,East,Technology,587.97
2212,202303,2023-03-25,Dana Kaydos,Consumer,Central,Furniture,512.94
2213,202303,2023-03-25,Dana Kaydos,Consumer,Central,Furniture,860.93
2214,202303,2023-03-25,Dana Kaydos,Consumer,Central,Furniture,373.08
2215,202303,2023-03-25,Fred Chung,Corporate,West,Office Supplies,3.408
2216,202303,2023-03-25,Dana Kaydos,Consumer,Central,Office Supplies,14.98
2217,202303,2023-03-25,Frank Olsen,Consumer,Central,Office Supplies,8.568
2218,202303,2023-03-25,Anthony Rawles,Corporate,East,Office Supplies,19.44
2219,202303,2023-03-25,Dana Kaydos,Consumer,Central,Technology,769.95
2220,202303,2023-03-26,Toby Gnade,Consumer,South,Office Supplies,4.608
2221,202303,2023-03-26,Noel Staavos,Corporate,Central,Technology,113.52
2222,202303,2023-03-26,Noel Staavos,Corporate,Central,Technology,359.88
2223,202303,2023-03-27,Toby Swindell,Consumer,Central,Office Supplies,1.112
2224,202303,2023-03-27,Ken Black,Corporate,East,Office Supplies,89.82
2225,202303,2023-03-29,Edward Becker,Corporate,South,Furniture,6.408
2226,202303,2023-03-29,Edward Becker,Corporate,South,Furniture,30.88
2227,202303,2023-03-29,Edward Becker,Corporate,South,Office Supplies,8.688
2228,202303,2023-03-29,Evan Bailliet,Consumer,South,Office Supplies,5.04
2229,202303,2023-03-30,Marc Crier,Consumer,West,Furniture,141.96
2230,202303,2023-03-30,Nicole Fjeld,Home Office,West,Furniture,915.136
2231,202303,2023-03-30,Nicole Fjeld,Home Office,West,Furniture,327.76
2232,202303,2023-03-30,Nicole Fjeld,Home Office,West,Furniture,915.136
2233,202303,2023-03-30,Nicole Fjeld,Home Office,West,Furniture,327.76
2234,202303,2023-03-31,Emily Phan,Consumer,East,Office Supplies,671.94
2235,202303,2023-03-31,Emily Phan,Consumer,East,Office Supplies,16.52
2236,202303,2023-03-31,Arianne Irving,Consumer,West,Office Supplies,19.44
2237,202304,2023-04-01,Karen Seio,Corporate,West,Technology,16.776
2238,202304,2023-04-02,Monica Federle,Corporate,West,Furniture,43.13
2239,202304,2023-04-02,Jeremy Ellison,Consumer,West,Furniture,171.96
2240,202304,2023-04-02,Christopher Martinez,Consumer,South,Office Supplies,2.74
2241,202304,2023-04-02,Jim Kriz,Home Office,East,Office Supplies,17.52
2242,202304,2023-04-02,Christopher Martinez,Consumer,South,Office Supplies,8.34
2243,202304,2023-04-02,Christopher Martinez,Consumer,South,Office Supplies,6354.95
2244,202304,2023-04-02,Maurice Satty,Consumer,South,Office Supplies,7.38
2245,202304,2023-04-02,Maurice Satty,Consumer,South,Office Supplies,491.55
2246,202304,2023-04-02,Christopher Martinez,Consumer,South,Office Supplies,46.74
2247,202304,2023-04-02,Michael Stewart,Corporate,East,Technology,85.9
2248,202304,2023-04-03,Harold Ryan,Corporate,East,Office Supplies,33.82
2249,202304,2023-04-03,Harold Ryan,Corporate,East,Technology,15.02
2250,202304,2023-04-05,Corinna Mitchell,Home Office,Central,Furniture,383.4656
2251,202304,2023-04-05,Berenike Kampe,Consumer,West,Office Supplies,17.568
2252,202304,2023-04-05,Guy Armstrong,Consumer,West,Office Supplies,10.9
2253,202304,2023-04-05,Berenike Kampe,Consumer,West,Office Supplies,14.62
2254,202304,2023-04-05,Corinna Mitchell,Home Office,Central,Office Supplies,65.584
2255,202304,2023-04-05,Dan Campbell,Consumer,South,Office Supplies,14.496
2256,202304,2023-04-05,Mike Caudle,Corporate,West,Office Supplies,11.96
2257,202304,2023-04-05,Berenike Kampe,Consumer,West,Office Supplies,40.14
2258,202304,2023-04-05,Fred Hopkins,Corporate,West,Office Supplies,209.7
2259,202304,2023-04-05,Fred Hopkins,Corporate,West,Office Supplies,1247.64
2260,202304,2023-04-05,Berenike Kampe,Consumer,West,Office Supplies,33.36
2261,202304,2023-04-05,Fred Hopkins,Corporate,West,Technology,3149.93
2262,202304,2023-04-05,Jesus Ocampo,Home Office,West,Technology,453.576
2263,202304,2023-04-06,Joe Kamberova,Consumer,Central,Office Supplies,2.512
2264,202304,2023-04-06,Dave Hallsten,Corporate,East,Office Supplies,1087.936
2265,202304,2023-04-06,Dave Hallsten,Corporate,East,Office Supplies,49.848
2266,202304,2023-04-06,Dave Hallsten,Corporate,East,Office Supplies,23.99
2267,202304,2023-04-06,Joe Kamberova,Consumer,Central,Office Supplies,18.864
2268,202304,2023-04-06,Bart Watters,Corporate,Central,Office Supplies,51.84
2269,202304,2023-04-06,Dave Hallsten,Corporate,East,Office Supplies,83.92
2270,202304,2023-04-06,Bryan Mills,Consumer,West,Office Supplies,29.304
2271,202304,2023-04-06,Dave Hallsten,Corporate,East,Technology,199.98
2272,202304,2023-04-07,Julia West,Consumer,South,Office Supplies,962.08
2273,202304,2023-04-07,Julia West,Consumer,South,Office Supplies,12.843
2274,202304,2023-04-07,Julia West,Consumer,South,Office Supplies,295.456
2275,202304,2023-04-07,Frank Gastineau,Home Office,East,Office Supplies,9.48
2276,202304,2023-04-08,Justin Deggeller,Corporate,West,Furniture,91.96
2277,202304,2023-04-08,Fred Wasserman,Corporate,South,Office Supplies,19.56
2278,202304,2023-04-08,Dean Braden,Consumer,Central,Office Supplies,14.112
2279,202304,2023-04-08,Justin Deggeller,Corporate,West,Office Supplies,105.52
2280,202304,2023-04-08,Dean Braden,Consumer,Central,Office Supplies,129.568
2281,202304,2023-04-08,Debra Catini,Consumer,South,Office Supplies,150.408
2282,202304,2023-04-08,Dean Braden,Consumer,Central,Technology,18.392
2283,202304,2023-04-08,Debra Catini,Consumer,South,Technology,447.944
2284,202304,2023-04-08,Ruben Dartt,Consumer,West,Technology,15.984
2285,202304,2023-04-08,Justin Deggeller,Corporate,West,Technology,1487.976
2286,202304,2023-04-09,Julia Dunbar,Consumer,Central,Furniture,107.772
2287,202304,2023-04-09,Sheri Gordon,Consumer,South,Office Supplies,31.56
2288,202304,2023-04-09,Bart Pistole,Corporate,West,Office Supplies,33.36
2289,202304,2023-04-09,Alice McCarthy,Corporate,West,Office Supplies,192.72
2290,202304,2023-04-09,Sheri Gordon,Consumer,South,Office Supplies,27.92
2291,202304,2023-04-09,Alice McCarthy,Corporate,West,Technology,239.97
2292,202304,2023-04-10,Dennis Pardue,Home Office,Central,Furniture,359.058
2293,202304,2023-04-10,Cathy Prescott,Corporate,West,Furniture,46.9
2294,202304,2023-04-10,Ben Peterman,Corporate,South,Office Supplies,6.992
2295,202304,2023-04-12,Ellis Ballard,Corporate,West,Furniture,3393.68
2296,202304,2023-04-12,Suzanne McNair,Corporate,East,Office Supplies,13.11
2297,202304,2023-04-12,Benjamin Venier,Corporate,South,Office Supplies,74.352
2298,202304,2023-04-12,Gene McClure,Consumer,East,Office Supplies,40.032
2299,202304,2023-04-12,Suzanne McNair,Corporate,East,Office Supplies,1085.42
2300,202304,2023-04-12,Gene McClure,Consumer,East,Technology,16.776
2301,202304,2023-04-13,Mark Van Huff,Consumer,West,Office Supplies,83.7
2302,202304,2023-04-14,John Huston,Consumer,East,Office Supplies,22.92
2303,202304,2023-04-14,Chloris Kastensmidt,Consumer,East,Office Supplies,5.232
2304,202304,2023-04-14,Alan Barnes,Consumer,West,Office Supplies,33.4
2305,202304,2023-04-14,Chloris Kastensmidt,Consumer,East,Office Supplies,15.552
2306,202304,2023-04-14,Alan Barnes,Consumer,West,Technology,166.24
2307,202304,2023-04-15,Sara Luxemburg,Home Office,South,Furniture,1166.92
2308,202304,2023-04-15,Richard Bierner,Consumer,West,Furniture,19.92
2309,202304,2023-04-15,Denny Ordway,Consumer,West,Office Supplies,73.28
2310,202304,2023-04-15,Alan Shonely,Consumer,South,Office Supplies,5.56
2311,202304,2023-04-15,Richard Bierner,Consumer,West,Office Supplies,9.87
2312,202304,2023-04-15,Richard Bierner,Consumer,West,Office Supplies,212.64
2313,202304,2023-04-15,Chad McGuire,Consumer,East,Office Supplies,17.64
2314,202304,2023-04-15,Richard Bierner,Consumer,West,Technology,53.25
2315,202304,2023-04-16,Daniel Raglin,Home Office,Central,Furniture,366.744
2316,202304,2023-04-16,Fred Chung,Corporate,Central,Office Supplies,23.52
2317,202304,2023-04-16,Fred Chung,Corporate,Central,Technology,180.96
2318,202304,2023-04-17,Ed Braxton,Corporate,Central,Furniture,22.38
2319,202304,2023-04-17,Ed Braxton,Corporate,Central,Office Supplies,98.376
2320,202304,2023-04-17,Scott Cohen,Corporate,South,Technology,79.96
2321,202304,2023-04-19,Michael Oakman,Consumer,Central,Office Supplies,32.192
2322,202304,2023-04-19,Cari Sayre,Corporate,Central,Office Supplies,9.156
2323,202304,2023-04-19,Michael Oakman,Consumer,Central,Technology,50.12
2324,202304,2023-04-19,Michael Oakman,Consumer,Central,Technology,47.976
2325,202304,2023-04-19,John Dryer,Consumer,West,Technology,71.976
2326,202304,2023-04-19,John Lucas,Consumer,West,Technology,87.8
2327,202304,2023-04-21,Nicole Fjeld,Home Office,East,Furniture,108.4
2328,202304,2023-04-21,Nat Carroll,Consumer,Central,Office Supplies,644.076
2329,202304,2023-04-21,Nicole Fjeld,Home Office,East,Office Supplies,11.16
2330,202304,2023-04-21,Nicole Fjeld,Home Office,East,Office Supplies,82.344
2331,202304,2023-04-21,Nat Carroll,Consumer,Central,Office Supplies,12.76
2332,202304,2023-04-21,Nicole Fjeld,Home Office,East,Office Supplies,9.088
2333,202304,2023-04-21,Nat Carroll,Consumer,Central,Office Supplies,5.84
2334,202304,2023-04-21,Nat Carroll,Consumer,Central,Technology,599.98
2335,202304,2023-04-21,Nat Carroll,Consumer,Central,Technology,10.95
2336,202304,2023-04-22,Valerie Takahito,Home Office,East,Furniture,352.45
2337,202304,2023-04-22,Carol Adams,Corporate,West,Furniture,892.224
2338,202304,2023-04-22,Valerie Takahito,Home Office,East,Furniture,7.584
2339,202304,2023-04-22,Valerie Takahito,Home Office,East,Furniture,547.136
2340,202304,2023-04-22,Valerie Takahito,Home Office,East,Office Supplies,98.112
2341,202304,2023-04-22,Jennifer Ferguson,Consumer,West,Office Supplies,23.84
2342,202304,2023-04-22,Valerie Takahito,Home Office,East,Office Supplies,10.428
