RowID,OrderDate,OrderID,OrderLineID,PaymentType,Brand,ProductCategoryID,Category,ProductType,ProductID,ProductName,ShippingType,Delivery,CustomerID,Customer,City,State,Country,CustomerAge,Gender,Sector,Units,Tax,ProductPrice,InventoryUnits,OrderShipTime,OrderTotalDeliveryTime,ReturnFlag,DiscountAmount,Sales,Discount,GrossMargin,Carrier,ShippingTime,OrderYearMonth
19732,2024-12-01,123924191,I35658,Visa,SmartGuard,9007,Home Automation,Home Automation,100734,SecureHome Plus,Two Day Delivery,Order Delayed,D1.514,Alizee Francois,Maitland,Florida,USA,35 - 44,Female,Non-Premium,1,0.07,44,10,9,53.92,No,6.072,40.48,0.15,11.2,FasTrac,2.2,2024-12
19733,2024-12-01,123924191,I88479,Visa,Electra,9002,Audio,Bluetooth Speaker,100810,SoundWave 4000,One Day Delivery,Order Delayed,D1.514,Alizee Francois,Maitland,Florida,USA,35 - 44,Female,Non-Premium,1,0.07,807,1,28,34.45,No,0,863.49,0.0,1.6,FedEx,1.4,2024-12
19734,2024-12-01,123924191,I7346,Visa,EcoPower,9013,Wearable,Smart Watch,100856,LifeSync 5,Standard Delivery,Ontime Delivery,D1.514,Alizee Francois,Maitland,Florida,USA,35 - 44,Female,Non-Premium,1,0.07,151,22,19,115.45,Yes,0,161.57,0.0,12.4,FedEx,4.8,2024-12
19735,2024-12-01,123924694,I19330,Apple Pay,MegaByte,9012,Storage,External Hard Drive,100958,DataVault 64TB,Standard Delivery,Ontime Delivery,D1.1342,Julie Mok,East Boston,Massachusetts,USA,65 - 74,Female,Premium,1,0.07,523,34,22,145.23,No,50.731,507.31,0.1,-14,UPS,6.1,2024-12
19736,2024-12-01,123924694,I21603,Apple Pay,VitaLife,9013,Wearable,Health Monitor,100886,HealthTrack 15,Standard Delivery,Ontime Delivery,D1.1342,Julie Mok,East Boston,Massachusetts,USA,65 - 74,Female,Premium,1,0.07,539,73,11,104.32,No,124.509,415.03,0.3,13.6,UPS,4.3,2024-12
19737,2024-12-01,123924694,I36903,Apple Pay,Nextron,9004,Computing,Laptop,100895,QuantumBook Deluxe,Standard Delivery,Ontime Delivery,D1.1342,Julie Mok,East Boston,Massachusetts,USA,65 - 74,Female,Premium,3,0.07,710,41,12,73.94,No,407.54,2037.7,0.2,-4.4,UPS,3.1,2024-12
19738,2024-12-01,123924694,I84826,Apple Pay,AquaView,9010,Photography,Underwater Camera,100803,AquaCapture 1000,Two Day Delivery,Order Delayed,D1.1342,Julie Mok,East Boston,Massachusetts,USA,65 - 74,Female,Premium,1,0.07,705,4,4,61.86,No,97.29,648.6,0.15,13.6,FasTrac,14.1,2024-12
19739,2024-12-01,123926408,I51449,Paypal,StreamLine,9002,Audio,Earbuds,100818,SonicBuds 7,One Day Delivery,Ontime Delivery,D1.732,Dylan Khan,Marion,Ohio,USA,25 - 34,Male,Premium,2,0.07,182,0,4,23.66,No,68.068,340.34,0.2,-4.4,UPS,1,2024-12
19740,2024-12-01,123926408,I84584,Paypal,WaveLink,9008,Networking,Bluetooth Adapter,100763,BluetoothLink Pro,Standard Delivery,Ontime Delivery,D1.732,Dylan Khan,Marion,Ohio,USA,25 - 34,Male,Premium,1,0.07,38,1,26,96.63,No,0,40.66,0.0,-0.8,UPS,4,2024-12
19741,2024-12-01,123926408,I17040,Paypal,SolarCity,9007,Home Automation,Solar Power System,100845,SolarHome Ultimate,Standard Delivery,Ontime Delivery,D1.732,Dylan Khan,Marion,Ohio,USA,25 - 34,Male,Premium,1,0.07,602,79,1,108.47,No,42.14,602.0,0.07,-9.2,UPS,4.5,2024-12
19742,2024-12-01,123926507,I65169,Amex,CosmoCell,9004,Computing,Tablet,100908,TabLink 20 Pro,Two Day Delivery,Ontime Delivery,D1.823,Keeley Lolas,Reno,Nevada,USA,18 - 24,Female,Non-Premium,1,0.07,1062,75,10,38.42,No,245.322,817.74,0.3,-4.4,FedEx,1.6,2024-12
19743,2024-12-01,123926845,I78828,Paypal,NovaTech,9010,Photography,Digital Camera,100737,PhotoCapture X,Two Day Delivery,Ontime Delivery,D1.353,Romi Tam,Oxford,Mississippi,USA,45 - 54,Female,Non-Premium,1,0.07,596,21,21,44.07,No,159.728,399.32,0.4,-11.6,FasTrac,10,2024-12
19744,2024-12-01,123926845,I35390,Paypal,Electra,9002,Audio,Bluetooth Speaker,100896,SoundWave 6000,One Day Delivery,Ontime Delivery,D1.353,Romi Tam,Oxford,Mississippi,USA,45 - 54,Female,Non-Premium,1,0.07,923,5,8,20,No,160.602,803.01,0.2,-2,FedEx,0.8,2024-12
19745,2024-12-01,123926845,I38003,Paypal,EcoPower,9013,Wearable,Smart Watch,100856,LifeSync 5,Standard Delivery,Ontime Delivery,D1.353,Romi Tam,Oxford,Mississippi,USA,45 - 54,Female,Non-Premium,1,0.07,151,22,26,97.88,No,0,161.57,0.0,-17.6,FedEx,4.1,2024-12
19746,2024-12-01,123926919,I48492,Visa,EcoPower,9013,Wearable,Smart Watch,100856,LifeSync 5,One Day Delivery,Ontime Delivery,D1.1862,Suzy Lao,Joppa,Maryland,USA,55 - 64,Other,Premium,1,0.07,151,22,4,6.79,No,0,161.57,0.0,-15.2,UPS,0.3,2024-12
19747,2024-12-01,123926919,I57867,Visa,EcoHeat,9007,Home Automation,Smart Thermostat,100920,HeatWave Deluxe,Standard Delivery,Ontime Delivery,D1.1862,Suzy Lao,Joppa,Maryland,USA,55 - 64,Other,Premium,1,0.07,215,30,31,106.08,No,49.665,165.55,0.3,-3.2,UPS,4.4,2024-12
19748,2024-12-01,123926919,I2394,Visa,SolarFlare,9001,Accessories,Solar Panel,101007,SolarPanel Master Pro,Two Day Delivery,Ontime Delivery,D1.1862,Suzy Lao,Joppa,Maryland,USA,55 - 64,Other,Premium,1,0.07,874,6,25,47.66,No,61.18,874.0,0.07,13.6,UPS,2,2024-12
19749,2024-12-01,123926919,I81242,Visa,VitaLife,9013,Wearable,Health Monitor,100886,HealthTrack 15,Two Day Delivery,Order Delayed,D1.1862,Suzy Lao,Joppa,Maryland,USA,55 - 64,Other,Premium,1,0.07,539,73,11,61.3,No,0,576.73,0.0,-12.8,FasTrac,2.6,2024-12
19750,2024-12-01,123926919,I2385,Visa,CloudLink,9012,Storage,Cloud Storage,100842,CloudSync 8TB,One Day Delivery,Order Delayed,D1.1862,Suzy Lao,Joppa,Maryland,USA,55 - 64,Other,Premium,1,0.07,292,66,12,32.73,No,0,312.44,0.0,-10.4,FedEx,1.4,2024-12
19751,2024-12-01,123926919,I17467,Visa,TechPulse,9007,Home Automation,Smart Mirror,100747,MirrorPro X,One Day Delivery,Order Delayed,D1.1862,Suzy Lao,Joppa,Maryland,USA,55 - 64,Other,Premium,1,0.07,796,74,29,32.34,No,183.876,612.92,0.3,13.6,FedEx,1.3,2024-12
19752,2024-12-01,123927254,I61376,Paypal,VistaView,9004,Computing,Monitor,101011,ViewScape 70,Standard Delivery,Ontime Delivery,D1.1979,James Panton,Spring Lake,North Carolina,USA,35 - 44,Male,Non-Premium,1,0.07,707,41,59,79.83,No,0,756.49,0.0,4,FedEx,3.3,2024-12
19753,2024-12-01,123927254,I95842,Paypal,AquaView,9010,Photography,Underwater Camera,100932,AquaCapture 8000,Standard Delivery,Ontime Delivery,D1.1979,James Panton,Spring Lake,North Carolina,USA,35 - 44,Male,Non-Premium,1,0.07,593,4,4,85.75,No,30.243,604.86,0.05,1.6,FedEx,19.5,2024-12
19754,2024-12-01,123927254,I32446,Paypal,EcoPower,9013,Wearable,Smart Watch,100856,LifeSync 5,Standard Delivery,Ontime Delivery,D1.1979,James Panton,Spring Lake,North Carolina,USA,35 - 44,Male,Non-Premium,1,0.07,151,22,6,108.81,No,7.701,154.02,0.05,14.8,FedEx,4.5,2024-12
19755,2024-12-01,123927254,I3983,Paypal,EcoPower,9013,Wearable,Smart Watch,100856,LifeSync 5,Two Day Delivery,Order Delayed,D1.1979,James Panton,Spring Lake,North Carolina,USA,35 - 44,Male,Non-Premium,1,0.07,151,22,1,68.98,No,26.274,131.37,0.2,-8,FasTrac,2.9,2024-12
19756,2024-12-01,123927254,I55822,Paypal,AstroWave,9006,Gaming,Gaming Console,100900,GameMaster X Ultimate,Two Day Delivery,Order Delayed,D1.1979,James Panton,Spring Lake,North Carolina,USA,35 - 44,Male,Non-Premium,1,0.07,561,0,3,49.49,No,115.005,460.02,0.25,-6.8,FasTrac,2.1,2024-12
19757,2024-12-01,123927254,I49337,Paypal,NovaTech,9010,Photography,Digital Camera,100866,PhotoCapture X Supreme,Standard Delivery,Ontime Delivery,D1.1979,James Panton,Spring Lake,North Carolina,USA,35 - 44,Male,Non-Premium,1,0.07,1156,2,29,101.87,Yes,201.144,1005.72,0.2,-4.4,FedEx,23.2,2024-12
19758,2024-12-01,123927942,I31430,Apple Pay,SpeedX,9008,Networking,Router,100778,SpeedLink 12000,Standard Delivery,Ontime Delivery,D1.1886,Julie Cross,Ogden,Utah,USA,25 - 34,Other,Non-Premium,1,0.07,205,4,47,98.55,No,0,219.35,0.0,22,FedEx,4.1,2024-12
19759,2024-12-01,123927942,I19236,Apple Pay,SolarFlare,9001,Accessories,Solar Panel,101007,SolarPanel Master Pro,Two Day Delivery,Order Delayed,D1.1886,Julie Cross,Ogden,Utah,USA,25 - 34,Other,Non-Premium,1,0.07,874,6,32,61.92,No,179.17,716.68,0.25,19.6,FasTrac,2.6,2024-12
19760,2024-12-01,123927942,I36045,Apple Pay,FusionTech,9009,Office,Multi-Function Printer,101009,OfficeMaster Master Pro,One Day Delivery,Order Delayed,D1.1886,Julie Cross,Ogden,Utah,USA,25 - 34,Other,Non-Premium,1,0.07,342,3,13,31.51,No,17.442,348.84,0.05,18.4,FedEx,1.3,2024-12
19761,2024-12-01,123927949,I13916,Visa,SunCharge,9001,Accessories,Solar Charger,100868,SolarBoost 1000,Two Day Delivery,Ontime Delivery,D1.1315,Lucia Jefferson,San Diego,California,USA,35 - 44,Female,Non-Premium,1,0.07,285,19,15,45.78,No,0,304.95,0.0,-9.2,FasTrac,1.9,2024-12
19762,2024-12-01,123927949,I63616,Visa,StarLink,9003,Communication,Satellite Phone,101000,SatCom X Pro Master Pro,Two Day Delivery,Order Delayed,D1.1315,Lucia Jefferson,San Diego,California,USA,35 - 44,Female,Non-Premium,1,0.07,417,0,9,58.62,No,40.449,404.49,0.1,-2,FasTrac,2.4,2024-12
19763,2024-12-01,123928287,I46463,Apple Pay,CloudLink,9012,Storage,Cloud Storage,100885,CloudSync 16TB,Standard Delivery,Ontime Delivery,D1.71,Thuy Tadros,Fulshear,Texas,USA,55 - 64,Male,Non-Premium,1,0.07,532,78,48,191.7,No,37.24,532.0,0.07,-18.8,FedEx,8,2024-12
19764,2024-12-01,123928287,I42768,Apple Pay,NeoVision,9013,Wearable,VR Headset,100862,VRXperience Pro Max,Standard Delivery,Ontime Delivery,D1.71,Thuy Tadros,Fulshear,Texas,USA,55 - 64,Male,Non-Premium,1,0.07,1001,36,5,78.99,No,97.097,970.97,0.1,-10.4,FedEx,3.3,2024-12
19765,2024-12-01,123928820,I96273,Mastercard,AeroTech,9010,Photography,Drone,100801,SkyCopter 300,Two Day Delivery,Order Delayed,D1.1818,Phillip Pickford,Anaheim,California,USA,45 - 54,Male,Premium,1,0.07,1137,7,2,64.49,No,0,1216.59,0.0,-11.6,FasTrac,14.7,2024-12
19766,2024-12-02,12391884,I10925,Visa,LaserEdge,9009,Office,Laser Printer,100926,LaserPrint Deluxe,Standard Delivery,Ontime Delivery,D1.1652,Charnjit Lal,Wasco,California,USA,45 - 54,Female,Non-Premium,1,0.07,309,0,5,99.72,No,63.345,253.38,0.25,22,FedEx,4.2,2024-12
19767,2024-12-02,12391884,I3298,Visa,VistaView,9004,Computing,Monitor,101011,ViewScape 70,Two Day Delivery,Order Delayed,D1.1652,Charnjit Lal,Wasco,California,USA,45 - 54,Female,Non-Premium,1,0.07,707,41,19,50.39,No,0,756.49,0.0,-11.6,FasTrac,2.1,2024-12
19768,2024-12-02,12392473,I78648,Google Pay,CloudLink,9012,Storage,Cloud Storage,100928,CloudSync 32TB,One Day Delivery,Ontime Delivery,D1.550,Daniel Thorne,Las Vegas,Nevada,USA,65 - 74,Male,Non-Premium,1,0.07,591,47,1,11.35,No,30.141,602.82,0.05,14.8,FedEx,0.5,2024-12
19769,2024-12-02,12392473,I36233,Google Pay,CyberTech,9002,Audio,Wireless Headphones,100983,AuraBass 1600,Standard Delivery,Ontime Delivery,D1.550,Daniel Thorne,Las Vegas,Nevada,USA,65 - 74,Male,Non-Premium,1,0.07,193,6,39,129.9,No,33.582,167.91,0.2,17.2,FedEx,5.4,2024-12
19770,2024-12-02,12392473,I99771,Google Pay,PureSound,9002,Audio,Noise-Canceling Headphones,100867,SilenceMax Supreme,Two Day Delivery,Order Delayed,D1.550,Daniel Thorne,Las Vegas,Nevada,USA,65 - 74,Male,Non-Premium,1,0.07,275,10,32,69.46,No,0,294.25,0.0,-9.2,FasTrac,2.9,2024-12
19771,2024-12-02,12392473,I35107,Google Pay,StarLink,9003,Communication,Satellite Phone,100914,SatCom X Pro Ultimate,Two Day Delivery,Order Delayed,D1.550,Daniel Thorne,Las Vegas,Nevada,USA,65 - 74,Male,Non-Premium,1,0.07,409,7,37,59.34,No,0,437.63,0.0,10,FasTrac,2.5,2024-12
19772,2024-12-02,12392473,I57852,Google Pay,LaserEdge,9009,Office,Laser Printer,100969,LaserPrint Master,Two Day Delivery,Order Delayed,D1.550,Daniel Thorne,Las Vegas,Nevada,USA,65 - 74,Male,Non-Premium,2,0.07,306,1,13,69.32,No,0,633.42,0.0,10,FasTrac,2.9,2024-12
19773,2024-12-02,12393204,I97967,Visa,NeoVision,9013,Wearable,VR Headset,100948,VRXperience Pro Master,Standard Delivery,Ontime Delivery,D1.831,Daniel Golder,Conway,Arkansas,USA,25 - 34,Male,Premium,1,0.07,1163,124,31,88.23,No,0,1244.41,0.0,-18.8,UPS,3.7,2024-12
19774,2024-12-02,12393204,I66106,Visa,AquaView,9010,Photography,Underwater Camera,101018,AquaCapture 32000,Standard Delivery,Ontime Delivery,D1.831,Daniel Golder,Conway,Arkansas,USA,25 - 34,Male,Premium,2,0.07,2220,6,40,98.22,No,830.28,4151.4,0.2,10,UPS,28.5,2024-12
19775,2024-12-02,12393204,I15447,Visa,VistaView,9004,Computing,Monitor,100796,ViewScape 32,Two Day Delivery,Ontime Delivery,D1.831,Daniel Golder,Conway,Arkansas,USA,25 - 34,Male,Premium,1,0.07,770,34,10,43.99,No,0,823.9,0.0,6.4,UPS,1.8,2024-12
19776,2024-12-02,12393299,I74122,Visa,SolarCity,9007,Home Automation,Solar Power System,100802,SolarHome Elite,Two Day Delivery,Ontime Delivery,D1.1893,Sia Jorgensen,Sherwood,Arkansas,USA,75 - 84,Other,Non-Premium,1,0.07,859,76,19,46.61,No,0,919.13,0.0,10,FasTrac,1.9,2024-12
19777,2024-12-02,12393299,I67223,Visa,MegaByte,9012,Storage,External Hard Drive,100786,DataVault 4TB,Standard Delivery,Ontime Delivery,D1.1893,Sia Jorgensen,Sherwood,Arkansas,USA,75 - 84,Other,Non-Premium,1,0.07,463,83,34,154.09,No,0,495.41,0.0,22,FedEx,6.4,2024-12
19778,2024-12-02,12393299,I70621,Visa,Zenith,9005,Entertainment,Projector,100761,ViewMaster 80,Two Day Delivery,Order Delayed,D1.1893,Sia Jorgensen,Sherwood,Arkansas,USA,75 - 84,Other,Non-Premium,1,0.07,520,5,15,63.26,No,0,556.4,0.0,-11.6,FasTrac,2.6,2024-12
19779,2024-12-02,12393299,I25051,Visa,BioGlow,9007,Home Automation,LED Lights,100959,GlowWave 16000,One Day Delivery,Order Delayed,D1.1893,Sia Jorgensen,Sherwood,Arkansas,USA,75 - 84,Other,Non-Premium,1,0.07,63,37,18,27.05,No,0,67.41,0.0,-4.4,FedEx,1.1,2024-12
19780,2024-12-02,12395597,I20532,Mastercard,StarLink,9003,Communication,Satellite Phone,101000,SatCom X Pro Master Pro,Standard Delivery,Ontime Delivery,D1.680,Hong Rhodes,Willowbrook,Illinois,USA,35 - 44,Female,Non-Premium,1,0.07,417,0,13,116.78,No,0,446.19,0.0,7.6,FedEx,4.9,2024-12
19781,2024-12-02,12395597,I231,Mastercard,EcoHeat,9007,Home Automation,Smart Thermostat,100791,HeatWave Elite,Standard Delivery,Ontime Delivery,D1.680,Hong Rhodes,Willowbrook,Illinois,USA,35 - 44,Female,Non-Premium,1,0.07,193,25,146,179.5,No,9.843,196.86,0.05,-10.4,FedEx,7.5,2024-12
19782,2024-12-02,12397061,I71806,Mastercard,MegaByte,9012,Storage,External Hard Drive,100829,DataVault 8TB,Standard Delivery,Ontime Delivery,D1.1813,Jaimee Hollister,Washington,Indiana,USA,55 - 64,Female,Non-Premium,1,0.07,614,48,62,135.57,No,84.732,564.88,0.15,6.4,FedEx,5.6,2024-12
19783,2024-12-02,12397218,I79969,Mastercard,StreamLine,9002,Audio,Earbuds,100947,SonicBuds 13,One Day Delivery,Ontime Delivery,D1.796,Ted Shields,Jackson Heights,New York,USA,85 and more,Male,Non-Premium,1,0.07,227,13,21,21.75,No,0,242.89,0.0,5.2,FedEx,0.9,2024-12
19784,2024-12-02,12397218,I1129,Mastercard,AeroTech,9010,Photography,Drone,100801,SkyCopter 300,One Day Delivery,Order Delayed,D1.796,Ted Shields,Jackson Heights,New York,USA,85 and more,Male,Non-Premium,1,0.07,1137,7,10,33.32,No,262.647,875.49,0.3,-10.4,FedEx,7.6,2024-12
19785,2024-12-02,12398689,I47546,Visa,Nextron,9004,Computing,Laptop,100766,QuantumBook Elite,Standard Delivery,Ontime Delivery,D1.1820,Olivia Beechman,Phoenix,Arizona,USA,25 - 34,Female,Premium,1,0.07,816,35,76,87.39,No,0,873.12,0.0,12.4,UPS,3.6,2024-12
19786,2024-12-02,12398689,I17014,Visa,TechZone,9003,Communication,Smartphone,100893,Photon X7,Two Day Delivery,Ontime Delivery,D1.1820,Olivia Beechman,Phoenix,Arizona,USA,25 - 34,Female,Premium,1,0.07,658,29,19,39.4,No,0,704.06,0.0,13.6,UPS,1.6,2024-12
19787,2024-12-02,12398689,I72612,Visa,NovaTech,9010,Photography,Digital Camera,100780,PhotoCapture X Pro,Two Day Delivery,Order Delayed,D1.1820,Olivia Beechman,Phoenix,Arizona,USA,25 - 34,Female,Premium,1,0.07,1203,29,30,55.73,No,277.893,926.31,0.3,6.4,FasTrac,12.7,2024-12
19788,2024-12-02,12399529,I86499,Mastercard,FireStorm,9011,Security,Fire Alarm,101020,FireGuard 16000,Two Day Delivery,Ontime Delivery,D1.309,Pranav Bernal,Topeka,Kansas,USA,55 - 64,Male,Non-Premium,1,0.07,187,7,23,41.1,No,18.139,181.39,0.1,5.2,FasTrac,1.7,2024-12
19789,2024-12-02,123912486,I71754,Visa,LunarX,9005,Entertainment,Telescope,100750,StarScope 900,One Day Delivery,Ontime Delivery,D1.172,Georgia Tierney,Costa Mesa,California,USA,65 - 74,Female,Non-Premium,1,0.07,1863,1,11,20.27,No,430.353,1434.51,0.3,-0.8,FedEx,0.8,2024-12
19790,2024-12-02,123912486,I92604,Visa,EcoPower,9013,Wearable,Smart Watch,100727,LifeSync 2,Standard Delivery,Ontime Delivery,D1.172,Georgia Tierney,Costa Mesa,California,USA,65 - 74,Female,Non-Premium,1,0.07,533,67,64,116.17,No,0,570.31,0.0,2.8,FedEx,4.8,2024-12
19791,2024-12-02,123912486,I40188,Visa,WaveLink,9008,Networking,Bluetooth Adapter,100978,BluetoothLink Master,Standard Delivery,Ontime Delivery,D1.172,Georgia Tierney,Costa Mesa,California,USA,65 - 74,Female,Non-Premium,1,0.07,22,5,11,124.86,No,3.828,19.14,0.2,-9.2,FedEx,5.2,2024-12
19792,2024-12-02,123912486,I90533,Visa,AeroTech,9010,Photography,Drone,100801,SkyCopter 300,Two Day Delivery,Order Delayed,D1.172,Georgia Tierney,Costa Mesa,California,USA,65 - 74,Female,Non-Premium,1,0.07,1137,7,3,48.53,No,0,1216.59,0.0,7.6,FasTrac,11.1,2024-12
19793,2024-12-02,123912486,I9369,Visa,VistaView,9004,Computing,Monitor,100925,ViewScape 55,Two Day Delivery,Order Delayed,D1.172,Georgia Tierney,Costa Mesa,California,USA,65 - 74,Female,Non-Premium,1,0.07,450,24,2,49.74,No,78.3,391.5,0.2,13.6,FasTrac,2.1,2024-12
19794,2024-12-02,123912486,I60388,Visa,CyberTech,9002,Audio,Wireless Headphones,100983,AuraBass 1600,One Day Delivery,Order Delayed,D1.172,Georgia Tierney,Costa Mesa,California,USA,65 - 74,Female,Non-Premium,1,0.07,193,6,4,33.16,No,0,206.51,0.0,16,FedEx,1.4,2024-12
19795,2024-12-02,123912486,I62166,Visa,Electra,9002,Audio,Bluetooth Speaker,100982,SoundWave 8000,One Day Delivery,Order Delayed,D1.172,Georgia Tierney,Costa Mesa,California,USA,65 - 74,Female,Non-Premium,1,0.07,757,20,3,25.76,No,155.185,620.74,0.25,1.6,FedEx,1.1,2024-12
19796,2024-12-02,123912706,I89141,Amex,BioGlow,9007,Home Automation,LED Lights,100787,GlowWave 1000,Two Day Delivery,Ontime Delivery,D1.852,Jack Ly,Aurora,Colorado,USA,75 - 84,Male,Non-Premium,2,0.07,28,21,19,42.48,No,14.868,49.56,0.3,-15.2,FasTrac,1.8,2024-12
19797,2024-12-02,123912706,I52516,Amex,GalaxyGear,9013,Wearable,Smart Glasses,100875,SmartGaze 2400,One Day Delivery,Ontime Delivery,D1.852,Jack Ly,Aurora,Colorado,USA,75 - 84,Male,Non-Premium,1,0.07,745,95,6,18.55,No,0,797.15,0.0,-6.8,FedEx,0.8,2024-12
19798,2024-12-02,123912706,I52628,Amex,CloudLink,9012,Storage,Cloud Storage,100971,CloudSync 64TB,Standard Delivery,Ontime Delivery,D1.852,Jack Ly,Aurora,Colorado,USA,75 - 84,Male,Non-Premium,1,0.07,362,90,22,100.87,No,18.462,369.24,0.05,-4.4,FedEx,4.2,2024-12
19799,2024-12-02,123912706,I54886,Amex,Quantum,9004,Computing,Tablet,100984,TabLink 35,Standard Delivery,Ontime Delivery,D1.852,Jack Ly,Aurora,Colorado,USA,75 - 84,Male,Non-Premium,1,0.07,1178,44,0,75.14,No,204.972,1024.86,0.2,-0.8,FedEx,3.1,2024-12
19800,2024-12-02,123916170,I59343,Mastercard,TechPulse,9007,Home Automation,Smart Mirror,100919,MirrorPro Deluxe,Standard Delivery,Ontime Delivery,D1.1212,Phil Poetschka,Akron,Ohio,USA,Less than 18,Male,Non-Premium,1,0.07,752,9,32,144.87,No,0,804.64,0.0,18.4,FedEx,6,2024-12
19801,2024-12-02,123916170,I50928,Mastercard,EcoHeat,9007,Home Automation,Smart Thermostat,100920,HeatWave Deluxe,Standard Delivery,Ontime Delivery,D1.1212,Phil Poetschka,Akron,Ohio,USA,Less than 18,Male,Non-Premium,1,0.07,215,30,18,110.01,No,0,230.05,0.0,4,FedEx,4.6,2024-12
19802,2024-12-02,123916170,I96604,Mastercard,Nextron,9004,Computing,Laptop,100809,QuantumBook Ultimate,Standard Delivery,Ontime Delivery,D1.1212,Phil Poetschka,Akron,Ohio,USA,Less than 18,Male,Non-Premium,1,0.07,864,73,47,171.39,No,150.336,751.68,0.2,4,FedEx,7.1,2024-12
19803,2024-12-02,123918047,I12841,Mastercard,RetroWave,9002,Audio,Record Player,100884,VinylMax 3000,One Day Delivery,Ontime Delivery,D1.772,Michelle Meakins,Warren,Michigan,USA,35 - 44,Female,Non-Premium,1,0.07,892,12,12,23.69,No,86.524,865.24,0.1,20.8,FedEx,1,2024-12
19804,2024-12-02,123921941,I69036,Amex,TechPulse,9007,Home Automation,Smart Mirror,100747,MirrorPro X,Standard Delivery,Ontime Delivery,D1.280,Peter Commins,Carson,California,USA,65 - 74,Male,Premium,1,0.07,796,74,112,175.15,No,0,851.72,0.0,14.8,UPS,7.3,2024-12
19805,2024-12-02,123921941,I41431,Amex,AeroTech,9010,Photography,Drone,100887,SkyCopter 1000,Standard Delivery,Ontime Delivery,D1.280,Peter Commins,Carson,California,USA,65 - 74,Male,Premium,1,0.07,1276,4,10,82.42,No,65.076,1301.52,0.05,-8,UPS,23.9,2024-12
19806,2024-12-02,123921941,I36651,Amex,Zenith,9005,Entertainment,Projector,100804,ViewMaster 100,Two Day Delivery,Order Delayed,D1.280,Peter Commins,Carson,California,USA,65 - 74,Male,Premium,1,0.07,454,5,9,66.7,No,0,485.78,0.0,0.4,FasTrac,2.8,2024-12
19807,2024-12-02,123921941,I53995,Amex,EcoPower,9013,Wearable,Smart Watch,100813,LifeSync 4,Two Day Delivery,Order Delayed,D1.280,Peter Commins,Carson,California,USA,65 - 74,Male,Premium,1,0.07,239,60,11,53.14,No,0,255.73,0.0,0.4,FasTrac,2.2,2024-12
19808,2024-12-02,123921941,I67491,Amex,GalaxyGear,9013,Wearable,Smart Glasses,100918,SmartGaze 4800,Two Day Delivery,Order Delayed,D1.280,Peter Commins,Carson,California,USA,65 - 74,Male,Premium,1,0.07,738,99,17,63.34,No,37.638,752.76,0.05,17.2,FasTrac,2.6,2024-12
19809,2024-12-02,123922325,I2809,Amex,FusionTech,9009,Office,Multi-Function Printer,100966,OfficeMaster Master,Standard Delivery,Ontime Delivery,D1.664,Ann Mckenzie,Montclair,New Jersey,USA,65 - 74,Male,Premium,1,0.07,184,0,10,90.47,No,17.848,178.48,0.1,0.4,UPS,3.8,2024-12
19810,2024-12-02,123922325,I75022,Amex,LaserEdge,9009,Office,Laser Printer,100754,LaserPrint Pro,Two Day Delivery,Ontime Delivery,D1.664,Ann Mckenzie,Montclair,New Jersey,USA,65 - 74,Male,Premium,1,0.07,337,4,25,39.61,No,0,360.59,0.0,-0.8,UPS,1.7,2024-12
19811,2024-12-02,123922325,I10345,Amex,TechPulse,9007,Home Automation,Smart Mirror,100919,MirrorPro Deluxe,Two Day Delivery,Ontime Delivery,D1.664,Ann Mckenzie,Montclair,New Jersey,USA,65 - 74,Male,Premium,1,0.07,752,9,26,44.38,No,72.944,729.44,0.1,-14,UPS,1.8,2024-12
19812,2024-12-02,123922530,I70817,Paypal,CosmoCell,9004,Computing,Tablet,100736,TabLink 8,One Day Delivery,Ontime Delivery,D1.1269,Sinead Murray,Temple Hills,Maryland,USA,25 - 34,Female,Non-Premium,1,0.07,1060,38,16,19.25,No,217.3,869.2,0.25,-3.2,FedEx,0.8,2024-12
19813,2024-12-02,123922530,I71183,Paypal,AquaView,9010,Photography,Underwater Camera,100846,AquaCapture 2000,Standard Delivery,Ontime Delivery,D1.1269,Sinead Murray,Temple Hills,Maryland,USA,25 - 34,Female,Non-Premium,1,0.07,888,16,13,100.14,No,0,950.16,0.0,1.6,FedEx,22.8,2024-12
19814,2024-12-02,123922530,I43863,Paypal,AquaSound,9002,Audio,Waterproof Speaker,100870,AquaBeats 10000,Standard Delivery,Ontime Delivery,D1.1269,Sinead Murray,Temple Hills,Maryland,USA,25 - 34,Female,Non-Premium,1,0.07,774,3,22,84.05,No,75.078,750.78,0.1,-2,FedEx,3.5,2024-12
19815,2024-12-02,123924263,I5518,Paypal,PureSound,9002,Audio,Noise-Canceling Headphones,100867,SilenceMax Supreme,Standard Delivery,Ontime Delivery,D1.1500,Lizzy Arnold,Olympia,Washington,USA,35 - 44,Female,Non-Premium,1,0.07,275,10,41,76.12,No,0,294.25,0.0,-18.8,FedEx,3.2,2024-12
19816,2024-12-02,123924263,I99204,Paypal,AquaView,9010,Photography,Underwater Camera,101018,AquaCapture 32000,Standard Delivery,Ontime Delivery,D1.1500,Lizzy Arnold,Olympia,Washington,USA,35 - 44,Female,Non-Premium,1,0.07,2220,6,14,92.76,No,0,2375.4,0.0,5.2,FedEx,21.1,2024-12
